Suburb,State,PostCode
GLENMORGAN,QLD,4423
GLEN NIVEN,QLD,4377
GLEN OSMOND,SA,5064
GLENQUARIE,NSW,2564
GLENROY,VIC,3046
GLENTHOMPSON,VIC,3293
GLENTROMIE,WA,6509
GLENWOOD,NSW,2768
GLOSSOP,SA,5344
GNANGARA,WA,6077
GNOWANGERUP,WA,6335
GOBUR,VIC,3719
GODWIN BEACH,QLD,4511
GOLD COAST MC,QLD,9726
GOLDEN BAY,WA,6174
GOLDEN GROVE,SA,5125
GOLDEN HEIGHTS,SA,5322
GOLDSBOROUGH,QLD,4865
GOL GOL,NSW,2738
GOODLANDS,WA,6468
GOODNIGHT,NSW,2736
GOODOOGA,NSW,2838
GOOLBOO,QLD,4856
GOOLHI,NSW,2379
GOOLOOGONG,NSW,2805
GOOMALLING,WA,6460
GOOMARIN,WA,6415
GOONENGERRY,NSW,2482
GORANBA,QLD,4421
GORDON,NSW,2072
GORDON,VIC,3345
GORDON PARK,QLD,4031
GORMANDALE,VIC,3873
GORMANSTON,TAS,7466
GOROKE,VIC,3412
GOSNELLS,WA,6110
GOSNELLS,WA,6990
GRANGE,SA,5022
GRANTHAM,QLD,4347
GRANVILLE HARBOUR,TAS,7469
GRASS PATCH,WA,6446
GRASSTREE HILL,TAS,7017
GRASS VALLEY,WA,6403
GRAVELLY BEACH,TAS,7276
GRAVESEND,NSW,2401
GREAT WESTERN,VIC,3374
GREENBUSHES,WA,6254
GREENETHORPE,NSW,2809
GREEN FIELDS,SA,5107
GREEN GULLY,VIC,3462
GREEN HEAD,WA,6514
GREENHILL,SA,5140
GREENMOUNT,QLD,4751
GREENOCK,SA,5360
GREENSLOPES,QLD,4120
GREENVALE,VIC,3059
GREENWAY,ACT,2900
GREENWOOD,WA,6024
GREENWOOD,WA,6924
GREENWOODS VALLEY,WA,6405
GRETA,NSW,2334
GREY RIVER,VIC,3234
GRIFFITH UNIVERSITY,QLD,4222
GROSVENOR PLACE,NSW,1220
GUANABA,QLD,4210
GUILDFORD,NSW,2161
GUILDFORD,WA,6935
GULFVIEW HEIGHTS,SA,5096
GULNARE,SA,5471
GULUGUBA,QLD,4418
GUMDALE,QLD,4154
GUNBOWER,VIC,3566
GUNGAHLIN,ACT,2912
GUNYIDI,WA,6513
GURLEY,NSW,2398
GWABEGAR,NSW,2356
GYMEA,NSW,2227
HABERFIELD,NSW,2045
HACKHAM,SA,5163
HADSPEN,TAS,7290
HAGLEY,TAS,7292
HAHNDORF,SA,5245
HALL,ACT,2618
HALLAM,VIC,3803
HALLETT COVE,SA,5158
HALLS CREEK,WA,6770
HAMEL,WA,6215
HAMERSLEY,WA,6022
HAMIL TON,NSW,2303
HAMIL TON HILL,WA,6963
HAMIL TON ISLAND,QLD,4803
HAMIL TON VALLEY,NSW,2641
HAMPTON,VIC,3188
HAMPTON PARK,VIC,3976
HANNANS PO,WA,6433
HAPPY VALLEY,VIC,3360
HARCOURT,VIC,3453
HARKNESS,VIC,3337
HARRISMITH,WA,6361
HARRIS PARK,NSW,2150
HARROW,VIC,3317
HARVEY,WA,6220
HARWOOD,NSW,2465
HASTINGS,VIC,3915
HASTINGS POINT,NSW,2489
HATTAH,VIC,3501
HATTER HILL,WA,6356
HAWKESBURY HEIGHTS,NSW,2777
HAWKESDALE,VIC,3287
HAWKSBURN,VIC,3142
HAYMARKET,NSW,1240
HAZELBROOK,NSW,2779
HEATHCOTE JUNCTION,VIC,3758
HEATHERTON,VIC,3202
HEATHPOOL,SA,5068
HEATHWOOD,VIC,3134
HECTORVILLE,SA,5073
HEDLEY,VIC,3967
HELENSVALE,QLD,4212
HEMMANT,QLD,4174
HENTY,NSW,2658
HERBERTON,QLD,4887
HERDSMAN,WA,6017
JACK SON NORTH,QLD,4426
HESSE,VIC,3321
HEXHAM,VIC,3273
HIAMDALE,VIC,3847
HIGHBURY,SA,5089
HIGHBURY,WA,6313
HIGHCROFT,TAS,7183
HIGHETT,VIC,3190
HIGHGATE,WA,6003
HIGHGATE HILL,QLD,4101
HIGH WYCOMBE,WA,6057
HILLARYS,WA,6923
HILLSTON,NSW,2675
HILL TOWN,SA,5455
HINDMARSH,WA,6462
HINDMARSH TIERS,SA,5202
HINES HILL,WA,6413
HIVESVILLE,QLD,4612
HMAS CERBERUS,VIC,3920
HOBART,TAS,7001
HOLDEN HILL,SA,5088
HOLLAND PARK,QLD,4121
HOLMESVILLE,NSW,2286
HOLSWORTHY,NSW,2173
HOL TZE,NT,829
HOMEBUSH,NSW,2140
ISLANDS,WA,6799
HONITON,SA,5576
HOPELAND,WA,6125
HOPETOUN,VIC,3396
HOPETOUN,WA,6348
HOPE VALLEY,SA,5090
HOPE VALLEY,WA,6165
HOPPERS CROSSING,VIC,3029
HORFIELD,VIC,3567
HORNSBY,NSW,1630
HORNSBY WESTFIELD,NSW,1635
HORSESHOE CREEK,NSW,2474
HORSHAM,VIC,3400
HORSHAM,VIC,3402
HORSLEY PARK,NSW,2175
HORSNELL GULLY,SA,5141
HOTHAM HILL,VIC,3051
HOUGHTON,SA,5131
HOWARD SPRINGS,NT,835
HOWLONG,NSW,2643
HUGHENDEN,QLD,4821
HUGHESDALE,VIC,3166
HUNGERFORD,QLD,4493
HUNTER REGION MC,NSW,2310
HUNTERS HILL,NSW,2110
HUNTINGFIELD,TAS,7055
HURSTVILLE,NSW,2220
HURSTVILLE BC,NSW,1481
HYDE PARK,SA,5061
HYLAND PARK,NSW,2448
ILBILBIE,QLD,4738
ILFRACOMBE,QLD,4727
ILLOWA,VIC,3282
ILUKA,NSW,2466
INDEE,WA,6721
INGLEBURN,NSW,1890
INGLE FARM,SA,5098
INGLEWOOD,SA,5133
INGLEWOOD,WA,6932
INNALOO,WA,6918
INVERLOCH,VIC,3996
INVERMAY,TAS,7248
IRLPME,NT,874
IRYMPLE,VIC,3498
ISISFORD,QLD,4731
ISLINGTON,NSW,2296
IVANHOE,NSW,2878
IVANHOE,VIC,3079
"J
JABIRU",NT,886
JAMBOREE HEIGHTS,QLD,4074
JARRAHDALE,WA,6124
JEETHO,VIC,3945
JENNINGS,NSW,4383
JEPARIT,VIC,3423
JERDACUTTUP,WA,6346
JERICHO,QLD,4728
JERRABOMBERRA,NSW,2619
JESMOND,NSW,2299
JIBBERDING,WA,6612
JIGALONG,WA,6753
JILAKIN,WA,6365
JOONDALUP DC,WA,6919
JOONDANNA,WA,6060
JUMBUK,VIC,3869
JUNDAH,QLD,4736
JURIEN BAY,WA,6516
"K
KAARIMBA",VIC,3635
KAINTON,SA,5552
KALAMUNDA,WA,6926
KALANGADOO,SA,5278
KALBARRI,WA,6536
KALIMNA,VIC,3909
KALINGA,QLD,4030
KALLISTA,VIC,3791
KALORAMA,VIC,3766
KALPIENUNG,VIC,3529
KAMBAH,ACT,2902
KAMBALDA EAST,WA,6442
KANGAROO POINT,NSW,2224
KANIVA,VIC,3419
KAPINNIE,SA,5632
KAPOOKA,NSW,2661
KARAKIN,WA,6044
KARAMA,NT,813
KARDELLA SOUTH,VIC,3950
KARLGARIN,WA,6358
KARNUP,WA,6176
KAROONDA,SA,5307
KARRINYUP,WA,6921
KARTE,SA,5304
KARUMBA,QLD,4891
KATAMATITE,VIC,3649
KATHERINE,NT,851
KATOOMBA,NSW,2780
KATUNGA,VIC,3640
KEDUMBA,NSW,2782
KEILOR,VIC,3036
KEILOR DOWNS,VIC,3038
KEILOR EAST,VIC,3033
KELLEVIE,TAS,7176
KELMSCOTT,WA,6991
KELMSCOTT DC,WA,6997
KELVIN GROVE,QLD,4059
KENDENUP,WA,6323
KENLEY,VIC,3597
KENSINGTON,NSW,1465
KENSINGTON,NSW,2033
KENSINGTON,WA,6151
KENT TOWN DC,SA,5071
KENTUCKY,NSW,2354
KERALUP,WA,6182
KETTERING,TAS,7155
LAKE GARDENS,VIC,3355
KEW EAST,VIC,3102
KEWELL,VIC,3390
KEYSBOROUGH,VIC,3173
KEYSBROOK,WA,6126
KILLARNEY,QLD,4373
KILSYTH,VIC,3137
KINGLAKE,VIC,3763
KINGS CROSS,NSW,1340
KINGSGROVE,NSW,1480
KINGSGROVE,NSW,2208
KINGS LANGLEY,NSW,2147
KINGSLEY,WA,6026
KINGS MEADOWS,TAS,7249
KINGS PARK,WA,6005
KINGSTHORPE,QLD,4400
KINGSTON,ACT,2604
KINGSTON,QLD,4114
KINGSTON,TAS,7050
KINGSTON,TAS,7051
KINGSTON ON MURRAY,SA,5331
KINGSTON PARK,SA,5049
KINYPANIAL,VIC,3520
KIOMA,QLD,4498
RING,QLD,4021
KIRK ROCK,WA,6372
KIRRIBILLI,NSW,2061
KLEMZIG,SA,5087
KNOX CITY CENTRE,VIC,3152
KNOXFIELD,VIC,3180
KOAH,QLD,4881
KOETONG,VIC,3704
KOGARAH,NSW,1485
KONDININ,WA,6367
KONDUT,WA,6605
KONNONGORRING,WA,6603
KOOLGERA,SA,5661
KOOLYANOBBING,WA,6427
KOONDROOK,VIC,3580
KOONWARRA,VIC,3954
KOONYA,TAS,7187
KOORAGANG,NSW,2304
KOORAWATHA,NSW,2807
KOORINE,SA,5279
KOOTINGAL,NSW,2352
KOOYONG,VIC,3144
KORALEIGH,NSW,2735
KOTARA EAST,NSW,2305
KOTTA,VIC,3565
KOTUPNA,VIC,3638
KOYUGA,VIC,3622
KUDLA,SA,5115
KUKERIN,WA,6352
KULJA,WA,6470
KUNUNOPPIN,WA,6489
KUNYUNG,VIC,3930
KURABY,QLD,4112
KURMOND,NSW,2757
KURNELL,NSW,2231
KURRABA POINT,NSW,2089
KURRI KURRI,NSW,2327
KURUMBUL,QLD,4388
KWINANA,WA,6966
KWOLYIN,WA,6385
KYABRAM,VIC,3619
KYABRAM,VIC,3620
KYANCUTTA,SA,5651
KYVALLEY,VIC,3621
LABERTOUCHE,VIC,3816
LAKE BARRINE,QLD,4884
LAKE BOGA,VIC,3584
LAKE CARNEGIE,WA,6646
LAKE CHARM,VIC,3581
LAKE DARLOT,WA,6438
LONGREACH,QLD,4730
LAKELANDS,WA,6180
LAKE MARGARET,TAS,7467
LAKEMBA,NSW,2195
LAKESLAND,NSW,2572
LAKE TYERS,VIC,3887
LALOR,VIC,3075
LAMEROO,SA,5302
LANDSBOROUGH,QLD,4550
LANE COVE,NSW,1595
LANE COVE,NSW,2066
LANGFORD,WA,6147
LANGWARRIN,VIC,3910
LARGS BAY,SA,5016
LASCELLES,VIC,3487
LATHAM,WA,6616
LAUDERDALE,TAS,7021
LAUREL HILL,NSW,2649
LAVENDER BAY,NSW,2060
LAW COURTS,VIC,8010
LAWGI DAWES,QLD,4716
LAWNTON,QLD,4501
LAWSON,NSW,2783
LEASINGHAM,SA,5452
LEAWOOD GARDENS,SA,5150
LEDA,WA,6170
LEEDERVILLE,WA,6007
LEEDERVILLE,WA,6902
LEEDERVILLE,WA,6903
LEICHHARDT,NSW,2040
LEINSTER,WA,6437
LEMON TREE PASSAGE,NSW,2319
LENAH VALLEY,TAS,7008
LENSWOOD,SA,5240
LEOPOLD,VIC,3224
LETHBRIDGE,VIC,3332
LEWISHAM,NSW,2049
LEXIA,WA,6079
LEYBURN,QLD,4365
LIDCOMBE,NSW,1825
LILLIMUR,VIC,3420
LILYDALE,VIC,3140
LILYDALE,TAS,7268
LIMEVALE,QLD,4384
LINDEN,NSW,2778
LINDENOW,VIC,3865
LINGA,VIC,3509
LINWOOD,SA,5410
LISMORE,VIC,3324
LITTLE LONSDALE STREET,VIC,8011
LITTLE RIVER,VIC,3211
LIVERPOOL,NSW,1871
LOBETHAL,SA,5241
LOCHIEL,SA,5510
LOCKINGTON,VIC,3563
LOCKSLEY,VIC,3665
LOGANHOLME,QLD,4129
LOGANLEA,QLD,4131
LONSDALE,SA,5160
LORD HOWE ISLAND,NSW,2898
LORNE,VIC,3232
LORT RIVER,WA,6447
LOTA,QLD,4179
LOWDEN,WA,6240
LOWER ACACIA CREEK,NSW,2476
LOWER PLENTY,VIC,3093
LUGARNO,NSW,2210
LYNBROOK,VIC,3975
LYTTON,QLD,4178
MACEDON,VIC,3440
MACGREGOR,QLD,4109
MACLEOD,VIC,3085
MACQUARIE HEADS,TAS,7468
MACQUARIE UNIVERSITY,NSW,2109
MADDINGTON,WA,6109
MADDINGTON,WA,6989
MAFFRA WEST UPPER,VIC,3859
MAGDALA,SA,5400
MAHOGANY CREEK,WA,6072
MAILORS FLAT,VIC,3275
MAIN RIDGE,VIC,3928
MALAGA,WA,6090
MALAGA,WA,6944
MALLACOOTA,VIC,3892
MANGALORE,VIC,3663
MANGO HILL,QLD,4509
MANLY,NSW,1655
MANLY,NSW,2095
MANMANNING,WA,6465
MANOORA,SA,5414
MANSFIELD,VIC,3724
MANSFIELD,QLD,4122
MANTON,NT,837
MARBLE BAR,WA,6760
MARBURG,QLD,4346
MARCOOLA,QLD,4564
MARIGINIUP,WA,6078
MARLA,SA,5724
MARNE,WA,6608
MARONG,VIC,3515
MAROUBRA,NSW,2035
MARREE,SA,5733
MARRICKVILLE,NSW,1475
MARRICKVILLE,NSW,2204
MARSHLANDS,QLD,4611
MARYKNOLL,VIC,3812
MARYVILLE,NSW,2293
MASCOT,NSW,1460
MASCOT,NSW,2020
MASLIN BEACH,SA,5170
MASSEY,VIC,3482
MAWSON LAKES,SA,5095
MAYA,WA,6614
MAY DOWNS,QLD,4746
MAYLANDS,WA,6051
MAYLANDS,WA,6931
MCCRAE,VIC,3938
MCLOUGHLINS BEACH,VIC,3874
MELBOURNE,VIC,3000
MELBOURNE,VIC,3001
MELBOURNE,VIC,3004
MELBOURNE,VIC,8001
MELBOURNE AIRPORT,VIC,3045
MELBOURNE UNIVERSITY,VIC,3052
MELROSE,SA,5483
MELVILLE,WA,6956
MENANGLE,NSW,2568
MENANGLE PARK,NSW,2563
MENDOORAN,NSW,2842
MENINDEE,NSW,2879
MENTONE,VIC,3194
MENZIES,WA,6436
MENZIES CREEK,VIC,3159
MEREWETHER,NSW,2291
MERINO,VIC,3310
MERKANOOKA,WA,6625
MERRICKS,VIC,3916
MERRIGUM,VIC,3618
MERRYLANDS,NSW,2160
MERSEYLEA,TAS,7305
METUNG,VIC,3904
MIARA,QLD,4673
MIDDLETON,SA,5213
MIDLAND DC,WA,6936
MID NORTH COAST MC,NSW,2442
MIDWAY POINT,TAS,7171
MILDURA,VIC,3500
MILDURA,VIC,3502
MILE END,SA,5031
MILING,WA,6575
MILLOO,VIC,3572
MILL PARK,VIC,3082
MILPERRA,NSW,2214
MILSONS POINT,NSW,1565
MIL TON,QLD,4064
MINIMAY,VIC,3413
MINIMBAH,NSW,2312
MINJAH,VIC,3276
MINTARO,SA,5415
MIRALIE,VIC,3596
MIRAM,VIC,3415
MIRANDA,NSW,1490
MIRANDA,NSW,2228
MIRRABOOKA,WA,6941
MITCHAM,VIC,3132
MOANA,SA,5169
MODBURY,SA,5092
MOGUMBER,WA,6506
MOLESWORTH,VIC,3718
MONASH,SA,5342
MONASH UNIVERSITY,VIC,3800
MONA VALE,NSW,1660
MONA VALE,NSW,2103
MONBULK,VIC,3793
MONEGEETTA,VIC,3433
MONKERAI,NSW,2415
MONT ALBERT,VIC,3127
MONTMORENCY,VIC,3094
MONTROSE,VIC,3765
MOOLIABEENEE,WA,6504
MOOLOOLABA,QLD,4557
MOONBI,NSW,2353
MOONEE PONDS,VIC,3039
MOORA,VIC,3612
MOORABBIN,VIC,3189
MOOREBANK,NSW,1875
MOORINA,QLD,4506
MOOROODUC,VIC,3933
MOOROOK,SA,5332
MOOROOKA,QLD,4105
MOOROOLBARK,VIC,3138
MORANBAH,QLD,4744
MORLEY,WA,6943
MORN HILL,SA,5371
MORNINGTON,VIC,3931
MORNINGTON,WA,6221
MORPHETT VALE,SA,5162
MORTDALE,NSW,2223
MORTLAKE,VIC,3272
MOSMAN,NSW,2088
MOSMAN PARK,WA,6012
MOSMAN PARK,WA,6912
MOULYINNING,WA,6351
MOUNTAIN VIEW,VIC,3988
MOUNT COLAH,NSW,2079
MOUNT COMPASS,SA,5210
MOUNT COTTON,QLD,4165
MOUNT DANDENONG,VIC,3767
MOUNT EVELYN,VIC,3796
MOUNT GAMBIER,SA,5290
MOUNT HAWTHORN,WA,6915
MOUNT HILL,WA,6528
GAI,NSW,2080
MOUNT LAWLEY,WA,6929
MOUNT MACEDON,VIC,3441
MOUNT MARTHA,VIC,3934
MOUNT NELSON,TAS,7007
MOUNT WALKER,WA,6369
MOUNT WAVERLEY,VIC,3149
MOYHU,VIC,3732
MUCHEA,WA,6501
MUCKADILLA,QLD,4461
MULGRAVE,VIC,3170
MULLALYUP,WA,6252
MULLAQUANA,SA,5608
MULWALA,NSW,2647
MUNDARING,WA,6073
MUNDIC CREEK,SA,5340
MUNDIJONG,WA,6123
MUNGALLALA,QLD,4467
MUNGINDI,NSW,2406
MUNRUBEN,QLD,4125
MURARRIE,QLD,4172
MURDUNNA,TAS,7178
MUTTABURRA,QLD,4732
MYALL PARK,NSW,2681
MYARA,WA,6207
MYAREE,WA,6960
MYRTLE BANK,TAS,7259
MYRTLEFORD,VIC,3736
NANGEENAN,WA,6414
NARANGBA,QLD,4504
NARRE WARREN EAST,VIC,3804
NARRIKUP,WA,6326
NATHAN,QLD,4111
NAYOOK,VIC,3832
NEDLANDS,WA,6909
NEERIM,VIC,3831
NELSON,VIC,3292
NEUMGNA,QLD,4614
NEWCASTLE WEST,NSW,2302
NEW ENGLAND MC,NSW,2348
NEW FARM,QLD,4005
NEW GISBORNE,VIC,3438
NEWINGTON,NSW,2127
NEWMERELLA,VIC,3886
NEWPORT,NSW,2106
NEWPORT,VIC,3015
NEWPORT,QLD,4020
NHULUNBUY,NT,881
NICHOLSON,VIC,3882
NIGHTCLIFF,NT,814
BRANCH,QLD,4859
NOARLUNGA CENTRE,SA,5168
NOBBY,QLD,4360
NOBLE PARK,VIC,3174
NOORINDOO,QLD,4417
NOOSAVILLE,QLD,4566
NORFOLK ISLAND,NSW,2899
NORMANHURST,NSW,2076
NORMANTON,QLD,4890
"NORTH
NORTH ADELAIDE",SA,5006
NORTH BEACH,SA,5556
NORTH BEACH,WA,6920
NORTHBRIDGE,NSW,1560
NORTHBRIDGE,NSW,2063
NORTHBRIDGE,WA,6865
NORTH CASCADE,WA,6445
NORTHCOTE,VIC,3070
NORTH FREMANTLE,WA,6159
NORTHGATE,QLD,4013
NORTH HAVEN,SA,5018
NORTH HOBART,TAS,7002
NORTHLANDS PO,WA,6905
NORTHMEAD,NSW,2152
NORTH PARRAMATTA,NSW,1750
NORTH PARRAMATTA,NSW,2151
NORTH PERTH,WA,6006
NORTH PERTH,WA,6906
NORTH RICHMOND,NSW,2754
NORTH RYDE,NSW,1670
NORTH SYDNEY,NSW,2059
NORTH TAMBORINE,QLD,4272
NORTH TAMMIN,WA,6409
NORTH TRAYNING,WA,6488
NORTH TUMBULGUM,NSW,2490
NORTH TURRAMURRA,NSW,2074
NORTH WARRANDYTE,VIC,3113
NORTH WIALKI,WA,6473
NORTH YELBENI,WA,6487
NORTON SUMMIT,SA,5136
NOVAR GARDENS,SA,5040
NOWERGUP,WA,6032
NUBEENA,TAS,7184
NUGENT,TAS,7172
NUKARNI,WA,6480
NULLAGINE,WA,6758
NUNDAH,QLD,4012
NYABING,WA,6341
NYAH,VIC,3594
NYAH WEST,VIC,3595
NYORA,VIC,3987
OAKBANK,SA,5243
OAKFORD,WA,6121
OAKLANDS JUNCTION,VIC,3063
OAKLANDS PARK,SA,5046
OAKLEIGH SOUTH,VIC,3167
OCEAN GROVE,VIC,3226
OFFICER,VIC,3809
OGMORE,QLD,4706
OLD MILL,NSW,2369
OLD REYNELLA,SA,5161
OLD TOONGABBIE,NSW,2146
OLINDA,VIC,3788
OLYMPIC DAM,SA,5725
OODNADATTA,SA,5734
OPOSSUM BAY,TAS,7023
ORCHARD HILLS,NSW,2748
ORFORD,VIC,3284
ORMISTON,QLD,4160
OSBORNE,SA,5017
OSBORNE PARK,WA,6916
OSBORNE PARK,WA,6917
SULLIVAN BEACH,SA,5166
OVENS,VIC,3738
OYSTER BAY,NSW,2225
PADSTOW,NSW,2211
PAKENHAM,VIC,3810
PALMERSTON CITY,NT,831
PALMYRA,WA,6957
PALMYRA DC,WA,6961
PANTAPIN,WA,6384
PANTON HILL,VIC,3759
PARABURDOO,WA,6754
PARACOMBE,SA,5132
PARAFIELD,SA,5106
PARALOWIE,SA,5108
PARAP,NT,804
PARA VISTA,SA,5093
PARILLA,SA,5303
PARKERVILLE,WA,6081
PARK ORCHARDS,VIC,3114
PARNDANA,SA,5220
PARRAMATTA,NSW,2123
PARRAMATTA,NSW,2124
PASCOE VALE,VIC,3044
PATCHEWOLLOCK,VIC,3491
PEAK HILL,NSW,2869
PEARCEDALE,VIC,3912
PENNANT HILLS,NSW,1715
PENNANT HILLS,NSW,2120
PENRITH,NSW,2751
PENSHURST,NSW,2222
PERNATTY,SA,5713
PERTH,WA,6001
PERTH,WA,6837
PERTH,WA,6838
PERTH,WA,6839
PERTH,WA,6840
PERTH,WA,6841
PERTH,WA,6842
PERTH,WA,6843
PERTH,WA,6844
PERTH,WA,6845
PERTH,WA,6846
PERTH,WA,6847
PERTH,WA,6848
PERTH BC,WA,6849
PERTH ST GEORGES TCE,WA,6831
PETERBOROUGH,VIC,3270
PETRIE,QLD,4502
PIAWANING,WA,6572
PICCADILLY,SA,5151
PICKANJINNIE,QLD,4428
PICTON,WA,6229
PINDAR,WA,6631
PINE CREEK,NT,847
PINGARING,WA,6357
PINGRUP,WA,6343
PLEASURE POINT,NSW,2172
PLENTY,VIC,3090
POINT LONSDALE,VIC,3225
PORT CAMPBELL,VIC,3269
PORT ELLIOT,SA,5212
PORT FRANKLIN,VIC,3964
PORT KEMBLA,NSW,2505
PORT KENNEDY,WA,6172
PORTLAND,NSW,2847
PORT LINCOLN,SA,5606
PORT NEILL,SA,5604
PORT NOARLUNGA,SA,5167
PORTSEA,VIC,3944
PORT VINCENT,SA,5581
PORT WELSHPOOL,VIC,3965
POTTS POINT,NSW,1335
PRAHRAN,VIC,3181
PREMAYDENA,TAS,7185
PUCKAPUNYAL,VIC,3662
PUNCHBOWL,NSW,2196
PURNIM,VIC,3278
PYALONG,VIC,3521
PYGERY,SA,5652
PYMBLE,NSW,2073
PYRMONT,NSW,2009
QUEEN VICTORIA BUILDING,NSW,1230
QUINDANNING,WA,6391
RAGLAN,QLD,4697
REDFERN,NSW,2016
RED HILL,VIC,3937
REDHILL,SA,5521
REDMOND,WA,6327
REDWOOD PARK,SA,5097
REEDY CREEK,QLD,4227
REGENCY PARK,SA,5942
RESERVOIR,VIC,3073
REVESBY,NSW,2212
RHYLL,VIC,3923
RHYNIE,SA,5412
RIDDELLS CREEK,VIC,3431
RISDON VALE,TAS,7016
RIVERVALE,WA,6103
ROBINA TOWN CENTRE,QLD,4230
ROCHEDALE,QLD,4123
ROCKINGHAM,WA,6968
ROCKINGHAM BEACH,WA,6969
ROCKINGHAM DC,WA,6967
ROCKY GULLY,WA,6397
ROEBOURNE,WA,6718
ROELANDS,WA,6226
ROKEWOOD,VIC,3330
ROSE BAY,NSW,2029
ROSEBERY,NSW,1445
ROSEDALE,SA,5350
ROSS,TAS,7209
ROTHWELL,QLD,4022
ROTTNEST ISLAND,WA,6161
ROWVILLE,VIC,3178
"ROYAL AUSTRALIAN NAVY 
WARSHIPS",WA,6958
ROYAL BRISBANE HOSPITAL,QLD,4029
ROYAL EXCHANGE,NSW,1225
ROYAL MELBOURNE HOSPITAL,VIC,3050
ROZELLE,NSW,2039
RUBICON,VIC,3712
RUSSELL VALE,NSW,2517
RYDALMERE,NSW,2116
RYDE,NSW,1680
RYE,VIC,3941
SAFETY BAY,WA,6169
SALAMANDER BAY,NSW,2317
SALE,VIC,3850
SALE,VIC,3853
SALISBURY,QLD,4107
SAL TWATER RIVER,TAS,7186
SANDRINGHAM,VIC,3191
SANDSTONE,WA,6639
SANDY BAY,TAS,7006
SASSAFRAS,VIC,3787
SAWYERS VALLEY,WA,6074
SCARBOROUGH,WA,6019
SCARBOROUGH,WA,6922
SCHOFIELDS,NSW,2762
SCORESBY,VIC,3179
SCORESBY BC,VIC,3176
SCOTTS CREEK,VIC,3267
SEABIRD,WA,6042
SEAFORD,VIC,3198
SEAFORTH,NSW,2092
SECRET HARBOUR,WA,6173
SELLICKS BEACH,SA,5174
SEVEN HILLS,NSW,1730
SEVENTEEN MILE ROCKS,QLD,4073
SEYMOUR,VIC,3661
SHACKLETON,WA,6386
SHAILER PARK,QLD,4128
SHEPPARTON,VIC,3632
SHERBROOKE,VIC,3789
SHORTLAND,NSW,2307
SILVAN,VIC,3795
SILVERWATER,NSW,2128
SINGLETON,WA,6175
SMITHFIELD,NSW,2164
SMITHS GULLY,VIC,3760
SOMERS,VIC,3927
SOMERSET,TAS,7322
SOMERTON,VIC,3062
SORRENTO,VIC,3943
SOUTH ARM,TAS,7022
SOUTHBANK,VIC,3006
SOUTHBROOK,QLD,4363
SOUTH KUMMININ,WA,6368
SOUTH MELBOURNE,VIC,3205
SOUTH MORANG,VIC,3752
SOUTH MURCHISON,WA,6635
SOUTH PERTH,WA,6951
SOUTH YARRA,VIC,3141
SPEED,VIC,3488
SPRING HILL,QLD,4004
STAKE HILL,WA,6181
ST ANDREWS,VIC,3761
STANLEY,TAS,7331
STANMORE,NSW,2048
STANSBURY,SA,5582
STAWELL,VIC,3380
ST CLAIR,SA,5011
STIRLING NORTH,SA,5710
ST IVES,NSW,2075
ST KILDA,VIC,3182
ST KILDA ROAD,VIC,8004
ST KILDA ROAD CENTRAL,VIC,8008
ST LEONARDS,NSW,1590
ST LUCIA,QLD,4067
ST MARYS,NSW,1790
STOCKINBINGAL,NSW,2725
STONOR,TAS,7119
STONY CREEK,VIC,3957
ST PETERS,NSW,2044
STRATHFIELD,NSW,2135
STRATHGORDON,TAS,7139
STRAWBERRY HILLS,NSW,2012
SUBIACO PO,WA,6904
SUCCESS,WA,6964
SUMMER HILL,NSW,2130
SUNBURY,VIC,3429
SUTHERLAND,NSW,1499
SWAN REACH,VIC,3903
SYDNEY,NSW,2001
SYDNEY MARKETS,NSW,2129
SYDNEY SOUTH,NSW,1235
TABILK,VIC,3607
TAHMOOR,NSW,2573
TALLAROOK,VIC,3659
TALLEBUDGERA,QLD,4228
TALWOOD,QLD,4496
TAMBORINE,QLD,4270
TANBAR,QLD,4481
TANNYMOREL,QLD,4372
TARADALE,VIC,3447
TARANNA,TAS,7180
TARDUN,WA,6628
TATYOON,VIC,3378
TAWONGA,VIC,3697
TAWONGA SOUTH,VIC,3698
TEESDALE,VIC,3328
TELFER,WA,6762
TEMPLESTOWE,VIC,3106
TEMPLESTOWE LOWER,VIC,3107
TEMPY,VIC,3489
TENNANT CREEK,NT,860
TENNANT CREEK,NT,861
TENTERDEN,WA,6322
TERANG,VIC,3264
THE BASIN,VIC,3154
THE GAP,QLD,4061
THE PATCH,VIC,3792
THE PONDS,NSW,2769
THE UNIVERSITY OF SYDNEY,NSW,2006
THEVENARD ISLAND,WA,6711
THOMASTOWN,VIC,3074
THORNBURY,VIC,3071
THORNESIDE,QLD,4158
THORNLANDS,QLD,4164
THORNLIE,WA,6108
THORNLIE,WA,6988
THORPDALE,VIC,3835
THREDBO,NSW,2625
THULIMBAH,QLD,4376
TIERI,QLD,4709
TIGHES HILL,NSW,2297
TINDAL,NT,853
TINGALPA,QLD,4173
TINTALDRA,VIC,3708
TOLGA,QLD,4882
TONDERBURINE,NSW,2817
TOOLAMBA,VIC,3614
TOOLOOM,NSW,2475
TOONGABBIE,VIC,3856
TORBANLEA,QLD,4662
TORRUMBARRY,VIC,3562
TOWNSVILLE MILPO,QLD,4813
TREMONT,VIC,3785
TRESCO,VIC,3583
TRIGG,WA,6029
